id,canonicalName,displayName,slug,aliases,identityStatus,lifecycleStatus,publicationStatus,officialDomain,officialWebsite,country,headquarters,foundedYear,parentCompany,shortDescriptionEn,categories,families,series,industries,logoAssetPath,sourceRecordIds,checkedAt,contentStatus,seoStatus,seoTitleCore,seoMetaFactual,reviewBlockerCode,reviewBlockerCategory,completenessScore
wilkerson,Wilkerson,Wilkerson,wilkerson,,CONFIRMED,CURRENT,BRAND_SAFE,wilkersoncorp.com,https://wilkersoncorp.com/,,,,Parker Hannifin,"The source-backed Wilkerson portfolio covers filtration and water systems, control and regulation equipment, lubrication systems, and compressed-air preparation. Its documented corporate parent is Parker Hannifin.",filtration and water systems | control and regulation equipment | lubrication systems | compressed-air preparation,Filters | Regulators | Lubricators | FRL | 08 Series | 18 Series | 28 Series | 90 Series,08 | 18 | 28 | 90,factory automation,,brand-wilkerson-products | brand-wilkerson-parker-catalog,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Wilkerson Filtration and water systems,"Wilkerson manufacturer profile covering filtration and water systems, control and regulation equipment, and lubrication systems, based on official company and product sources.",,,80
elap,ELAP,ELAP,elap,,CONFIRMED,CURRENT,BRAND_SAFE,elap.it,https://www.elap.it/,Italy,,1968,,"The source-backed ELAP portfolio covers encoders and feedback systems, industrial sensors, and industrial valves and flow control. The confirmed country record is Italy.",encoders and feedback systems | industrial sensors | industrial valves and flow control,Absolute Encoders | Incremental Encoders | Linear Transducers | Wire Transducers | PLC | Positioners,,factory automation | industrial manufacturing,brand-assets/logos/elap.svg,brand-elap-company | brand-elap-home,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,ELAP Encoders and feedback systems,"ELAP manufacturer profile covering encoders and feedback systems, industrial sensors, and industrial valves and flow control, based on official company and product sources.",,,95
continental-hydraulics,Continental Hydraulics,Continental Hydraulics,continental-hydraulics,,CONFIRMED,CURRENT,BRAND_SAFE,continentalhydraulics.com,https://continentalhydraulics.com/,United States,"Shakopee, Minnesota, United States",1962,Duplomatic Group,First-party sources establish Continental Hydraulics in pumps and pumping systems and hydraulic equipment. Official company information dates its foundation to 1962.,pumps and pumping systems | hydraulic equipment,Pumps | Valves | Power Units | Controls | Manifolds,,industrial processing | industrial manufacturing,brand-assets/logos/continental-hydraulics.webp,brand-continental-hydraulics-about | brand-continental-hydraulics-products,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Continental Hydraulics Pumps and pumping systems,"Continental Hydraulics manufacturer profile covering pumps and pumping systems and hydraulic equipment, based on official company and product sources.",,,95
portescap,Portescap,Portescap,portescap,,CONFIRMED,CURRENT,BRAND_SAFE,portescap.com,https://www.portescap.com/en/,Switzerland,,,Regal Rexnord,"Portescap is documented in official material for electric motors, linear-motion components, and encoders and feedback systems. Official product material names Brushless DC Motors, Brush DC Motors, Can Stack Motors, Disc Magnet Motors, Linear Actuators, Gearheads, and Encoders.",electric motors | linear-motion components | encoders and feedback systems,Brushless DC Motors | Brush DC Motors | Can Stack Motors | Disc Magnet Motors | Linear Actuators | Gearheads | Encoders,,laboratory and life-science applications | aerospace | factory automation | industrial processing,,brand-portescap-about | brand-portescap-products,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Portescap Electric motors,"Portescap manufacturer profile covering electric motors, linear-motion components, and encoders and feedback systems, based on official company and product sources.",,,85
duplomatic,Duplomatic MS,Duplomatic,duplomatic,Duplomatic Motion Solutions,CONFIRMED,CURRENT,BRAND_SAFE,duplomaticms.com,https://www.duplomaticms.com/en/,Italy,"Parabiago, Italy",1952,Daikin Group,"The source-backed Duplomatic portfolio covers pumps and pumping systems, hydraulic equipment, and linear-motion components. Its documented corporate parent is Daikin Group.",pumps and pumping systems | hydraulic equipment | linear-motion components,Pumps | Motors | Valves | Hydraulic Cylinders | Electric Actuators | Hydraulic Systems,,factory automation | oil and gas | energy,,brand-duplomatic-company-products | brand-duplomatic-power-units,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Duplomatic Pumps and pumping systems,"Duplomatic manufacturer profile covering pumps and pumping systems, hydraulic equipment, and linear-motion components, based on official company and product sources.",,,85
hawe-hydraulic,HAWE Hydraulik,HAWE Hydraulik,hawe-hydraulic,HAWE Hydraulic,CONFIRMED,CURRENT,BRAND_SAFE,hawe.com,https://www.hawe.com/,Germany,,,,"HAWE Hydraulik publishes official information for pumps and pumping systems, hydraulic equipment, industrial valves and flow control, and linear-motion components. The confirmed country record is Germany.",pumps and pumping systems | hydraulic equipment | industrial valves and flow control | linear-motion components,,,industrial processing,brand-assets/logos/hawe-hydraulic.svg,brand-hawe-products,2026-08-12,EN_CONTENT_READY,SEO_CORE_READY,HAWE Hydraulik Pumps and pumping systems,"HAWE Hydraulik manufacturer profile covering pumps and pumping systems, hydraulic equipment, and industrial valves and flow control, based on official company and product sources.",,,80
allweiler-gmbh,ALLWEILER,ALLWEILER,allweiler-gmbh,Allweiler GmbH,CONFIRMED,CURRENT,BRAND_SAFE,allweiler.de,https://www.allweiler.de/,Germany,,1860,CIRCOR,Manufacturer-owned sources identify ALLWEILER with pumps and pumping systems. The confirmed country record is Germany.,pumps and pumping systems,Centrifugal Pumps | Three-Screw Pumps | Progressing Cavity Pumps | ALLFUEL | SNA | AEB-DE,ALLFUEL | SNA | AEB-DE,industrial processing | marine applications,,brand-allweiler-products | brand-allweiler-circor,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,ALLWEILER Pumps and pumping systems,"ALLWEILER manufacturer profile covering pumps and pumping systems, based on official company and product sources.",,,80
alfa-laval,Alfa Laval,Alfa Laval,alfa-laval,,CONFIRMED,CURRENT,BRAND_SAFE,alfalaval.com,https://www.alfalaval.com/,,,,,"Alfa Laval publishes official information for thermal-management equipment, process equipment, pumps and pumping systems, industrial valves and flow control, and fluid-storage systems. The published range names Heat Transfer, Separation, Fluid Handling, and Tank Equipment.",thermal-management equipment | process equipment | pumps and pumping systems | industrial valves and flow control | fluid-storage systems,Heat Transfer | Separation | Fluid Handling | Tank Equipment,,food and pharmaceutical processing | energy | marine applications | chemical processing,brand-assets/logos/alfa-laval.svg,brand-alfa-laval-products,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Alfa Laval Thermal-management equipment,"Alfa Laval manufacturer profile covering thermal-management equipment, process equipment, and pumps and pumping systems, based on official company and product sources.",,,85
bijur-delimon,Bijur Delimon International,Bijur Delimon,bijur-delimon,Bijur | Delimon,CONFIRMED,CURRENT,BRAND_SAFE,bijurdelimon.com,https://www.bijurdelimon.com/,United States,"Raleigh, North Carolina, United States",,The Timken Company,"Bijur Delimon publishes official information for industrial automation and control and lubrication systems. The published range names Single Line Resistance, Dualine, Progressive, Air-Oil, Gear Spray, and Oil Circulating Systems.",industrial automation and control | lubrication systems,Single Line Resistance | Dualine | Progressive | Air-Oil | Gear Spray | Oil Circulating Systems,,industrial manufacturing | transportation,brand-assets/logos/bijur-delimon.webp,brand-bijur-delimon-home | brand-bijur-delimon-systems,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Bijur Delimon Industrial automation and control,"Bijur Delimon manufacturer profile covering industrial automation and control and lubrication systems, based on official company and product sources.",,,100
isel-automation-gmbh,isel Germany,isel Automation,isel-automation-gmbh,ISEL AUTOMATION GMBH | isel Germany GmbH,CONFIRMED,CURRENT,BRAND_SAFE,isel.com,https://www.isel.com/en/,Germany,,,,"First-party sources establish isel Automation in CNC systems, industrial automation and control, and linear-motion components. The confirmed country record is Germany.",CNC systems | industrial automation and control | linear-motion components,CNC Systems | Linear Units | Automation Systems,iLD,industrial manufacturing | factory automation,brand-assets/logos/isel-automation-gmbh.svg,brand-isel-automation-catalog | brand-isel-downloads,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,isel Automation CNC systems,"isel Automation manufacturer profile covering CNC systems, industrial automation and control, and linear-motion components, based on official company and product sources.",,,95
murrelektronik-gmbh,Murrelektronik,Murrelektronik,murrelektronik-gmbh,Murrelektronik GmbH,CONFIRMED,CURRENT,BRAND_SAFE,murrelektronik.com,https://www.murrelektronik.com/,,,,,"Murrelektronik is documented in official material for electrical power systems, industrial automation and control, and industrial connectivity. Official product material names Power Supplies, MIRO, I/O Systems, and Connection Technology.",electrical power systems | industrial automation and control | industrial connectivity,Power Supplies | MIRO | I/O Systems | Connection Technology,,factory automation | industrial manufacturing,brand-assets/logos/murrelektronik-gmbh.svg,brand-murrelektronik-catalog | brand-murrelektronik-document,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Murrelektronik Electrical power systems,"Murrelektronik manufacturer profile covering electrical power systems, industrial automation and control, and industrial connectivity, based on official company and product sources.",,,90
rockwell-automation,Rockwell Automation,Rockwell Automation,rockwell-automation,,CONFIRMED,CURRENT,BRAND_SAFE,rockwellautomation.com,https://www.rockwellautomation.com/,,,,,"Rockwell Automation publishes official information for industrial automation and control, drive and motion-control systems, industrial sensors, and industrial safety equipment. The published range names Programmable Controllers, Variable Frequency Drives, Human Machine Interfaces, and Industrial Sensors.",industrial automation and control | drive and motion-control systems | industrial sensors | industrial safety equipment,Programmable Controllers | Variable Frequency Drives | Human Machine Interfaces | Industrial Sensors,,factory automation | industrial manufacturing,brand-assets/logos/rockwell-automation.svg,brand-rockwell-products,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Rockwell Automation Industrial automation and control,"Rockwell Automation manufacturer profile covering industrial automation and control, drive and motion-control systems, and industrial sensors, based on official company and product sources.",,,85
elcometer,Elcometer,Elcometer,elcometer,,CONFIRMED,CURRENT,BRAND_SAFE,elcometer.com,https://www.elcometer.com/,United Kingdom,,,,The source-backed Elcometer portfolio covers coating and finishing equipment and laboratory and analytical equipment. The confirmed country record is United Kingdom.,coating and finishing equipment | laboratory and analytical equipment,Coatings Inspection | Spray Equipment | Blast Equipment | NDT Equipment | Physical Test Equipment,,industrial processing | laboratory and life-science applications,brand-assets/logos/elcometer.png,brand-elcometer-products | brand-elcometer-home,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Elcometer Coating and finishing equipment,"Elcometer manufacturer profile covering coating and finishing equipment and laboratory and analytical equipment, based on official company and product sources.",,,90
leuze-electronic,Leuze,Leuze,leuze-electronic,Leuze electronic,CONFIRMED,CURRENT,BRAND_SAFE,leuze.com,https://www.leuze.com/,,,,,"Manufacturer-owned sources identify Leuze with industrial sensors and industrial safety equipment. Named product lines include Switching Sensors, Measuring Sensors, Safety, Identification, and Industrial Image Processing.",industrial sensors | industrial safety equipment,Switching Sensors | Measuring Sensors | Safety | Identification | Industrial Image Processing,,factory automation | packaging,brand-assets/logos/leuze-electronic.svg,brand-leuze-products | brand-leuze-downloads,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Leuze Industrial sensors,"Leuze manufacturer profile covering industrial sensors and industrial safety equipment, based on official company and product sources.",,,90
noshok,NOSHOK,NOSHOK,noshok,,CONFIRMED,CURRENT,BRAND_SAFE,noshok.com,https://www.noshok.com/,United States,"Berea, Ohio, United States",,,The source-backed NOSHOK portfolio covers measurement and instrumentation and industrial valves and flow control. The confirmed country record is United States.,measurement and instrumentation | industrial valves and flow control,Pressure Gauges | Pressure Transmitters | Level Transmitters | Instrument Valves | Diaphragm Seals,,factory automation | oil and gas,brand-assets/logos/noshok.svg,brand-noshok-products | brand-noshok-guide,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,NOSHOK Measurement and instrumentation,"NOSHOK manufacturer profile covering measurement and instrumentation and industrial valves and flow control, based on official company and product sources.",,,100
yuken-hydraulics,Yuken Kogyo,Yuken Hydraulics,yuken-hydraulics,"YUKEN | Yuken Kogyo Co., Ltd.",CONFIRMED,CURRENT,BRAND_SAFE,yuken.co.jp,https://www.yuken.co.jp/en/,Japan,"Ayase, Kanagawa, Japan",,,"Yuken Kogyo is documented in official material for pumps and pumping systems and hydraulic equipment. Official product material names Piston Pumps, Vane Pumps, Directional Controls, Modular Valves, Proportional Controls, and Power Units.",pumps and pumping systems | hydraulic equipment,Piston Pumps | Vane Pumps | Directional Controls | Modular Valves | Proportional Controls | Power Units,,industrial processing | industrial manufacturing,brand-assets/logos/yuken-hydraulics.png,brand-yuken-home | brand-yuken-catalog,2026-08-17,EN_CONTENT_READY,SEO_CORE_READY,Yuken Hydraulics Pumps and pumping systems,"Yuken Hydraulics manufacturer profile covering pumps and pumping systems and hydraulic equipment, based on official company and product sources.",,,100
